Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,NZ,MY,,34,ivory carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,NZ,SG,,1,ivory carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,NZ,XX,,12,ivory carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,NZ,,2,,ivory carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,XX,,2,,ivory carvings,,Q,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,ZM,,2,,tusks,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,BE,CH,XX,,1,ivory carvings,,P,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,BM,GB,2,,carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,BM,GB,1,,tusks,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,BR,XX,58,,carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,BR,XX,3,,ivory carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,CH,XX,1,,carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,CH,XX,,4,ivory carvings,,P,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,CM,,4,,ivory carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,CN,,2,,carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,CN,,4,,ivory carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,FR,TH,1,,ivory carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,FR,,1,,ivory carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,FR,,1,,tusks,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,GB,IN,1,,tusks,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,GB,XX,1,,ivory carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,HK,CH,8,,carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,HK,XX,1,,ivory carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,HK,XX,4,,tusks,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,HK,,2,,carvings,,P,U
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,HK,,10,,carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,HK,,13,,ivory carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,HK,,2,,ivory pieces,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,HK,,3,,tusks,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,ID,CN,2,,carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,ID,,2,,ivory carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,KE,,2,,carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,KE,,5,,ivory carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,KW,,3,,carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,KW,,2,,tusks,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,LB,,3,,carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,LB,,2,,tusks,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,LR,,2,,carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,NG,,4,,carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,NG,,3,,tusks,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,NZ,XX,,1,ivory carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,PH,HK,2,,ivory carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,QA,IN,2,,carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,SG,HK,2,,carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,TW,CN,18,,carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,TW,CN,59,,ivory carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,TW,CN,1,,tusks,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,CN,7,,carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,HK,2,,carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,XX,2,,carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,XX,3,,carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,,1,,ivory carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,VE,,5,,carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,5,,carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,ZA,,1,,tusks,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,ZW,XX,1,,carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,ZW,,2,,tusks,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,BE,XX,5,,ivory carvings,,,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,DK,XX,2,,ivory carvings,,,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,47,,ivory carvings,,,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,GB,XX,1,,ivory carvings,,,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,CN,,2,ivory carvings,,P,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,,1,ivory carvings,sets,,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,,10,ivory carvings,,P,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,HU,DE,,1,ivory carvings,sets,,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,HU,,,1,ivory carvings,,,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,XX,,1,ivory carvings,,P,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AR,XX,1,,ivory carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AU,XX,,1,ivory carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AU,,,2,ivory carvings,,T,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AU,,,180,ivory carvings,,T,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CA,XX,1,,ivory carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,XX,,24,ivory carvings,,P,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,XX,3,,ivory carvings,,T,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,HK,XX,8,,ivory carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,IN,,1,,ivory carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,JP,XX,2,,ivory carvings,,,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,NO,XX,,3,ivory carvings,sets,T,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,NZ,SG,,1,ivory carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,SA,XX,1,,ivory carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,SA,XX,1,,tusks,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,US,XX,5,,ivory carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,US,XX,78,,ivory carvings,,T,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,ZA,XX,1,,ivory carvings,,P,U
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,ZA,,2,,ivory carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,ZA,,,108,ivory carvings,,,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,NZ,XX,,170,ivory carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HU,DE,,1,,ivory carvings,,,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CH,XX,,2,ivory carvings,,P,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,GB,XX,,1,ivory carvings,,P,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,GB,XX,,2,ivory pieces,,B,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,US,XX,6,,tusks,,T,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,CH,XX,,4,ivory carvings,,P,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,GB,XX,8,,ivory carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,GB,XX,2,,ivory carvings,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,GB,,,1,ivory pieces,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,HK,XX,2,,tusks,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,JP,TH,1,,ivory carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,LK,,2,,ivory carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,MY,XX,1,,ivory carvings,sets,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,SE,XX,1,,feet,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,XX,,2,,hair,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,XX,,5,,ivory carvings,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,XX,,1,,leather products (small),,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,XX,,4,,tusks,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,ZW,,1,,skins,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,PA,CH,XX,,1,ivory carvings,,P,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,SA,GB,,,15,ivory carvings,,B,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,SU,CA,,,2,tusks,,T,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CA,XX,2,,carvings,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CA,XX,52,,ivory carvings,,T,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CA,XX,8,,ivory carvings,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CA,XX,1,,ivory carvings,,,U
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,JP,,3,ivory carvings,,P,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,,1,ivory carvings,,P,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,,15,ivory carvings,,,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,,1,ivory pieces,,,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CN,XX,2,,leather items,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,DE,XX,7,,ivory carvings,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,DE,XX,2,,ivory carvings,,,U
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,ES,XX,3,,ivory carvings,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,ES,XX,2,,tusks,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,XX,52,,ivory carvings,,T,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,XX,3,,tusks,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,,3,ivory carvings,,P,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,16,,ivory carvings,,T,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,,11,ivory carvings,,T,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,11,,ivory carvings,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,11,,ivory carvings,,,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,1,,ivory carvings,,,U
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,,,1,ivory carvings,,P,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,,,1,ivory carvings,,T,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,HK,XX,347,,ivory carvings,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,HK,XX,1,,tusks,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,IN,XX,2,,ivory carvings,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,JP,XX,59,,ivory carvings,,M,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,JP,XX,8,,ivory carvings,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,KH,XX,11,,ivory carvings,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,KR,XX,6,,ivory carvings,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,MC,XX,4,,ivory carvings,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,SA,XX,3,,ivory carvings,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,SE,XX,1,,ivory carvings,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,SG,XX,148,,ivory carvings,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,TH,XX,1,,leather items,,,I
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,TH,,190,,ivory carvings,,,I
